block_id,domain,actual_size,requested_size,template,model,selector,attempt_count,valid_attempt_count,selected_count,root_at3,risk_any,risk_all,compression,avg_total_tokens,avg_prompt_tokens,avg_completion_tokens
18,sec_ex21,11,11,handoff_invariant,gpt-4o,oracle_top3,5,5,3,0.3333333333333333,1.0,0.3333333333333333,0.7272727272727272,3766.0,1989.0,1777.0
18,sec_ex21,11,11,handoff_invariant,deepseek-v3,self_top3,5,5,3,1.0,1.0,1.0,0.5757575757575758,3879.6666666666665,2064.0,1815.6666666666667
18,sec_ex21,11,11,handoff_invariant,deepseek-v3,oracle_top3,5,5,3,1.0,1.0,1.0,0.6363636363636364,3923.3333333333335,2064.0,1859.3333333333333
18,sec_ex21,11,11,handoff_invariant,qwen2.5-72b,self_top3,5,5,3,0.0,1.0,0.0,0.48484848484848486,3865.6666666666665,2190.0,1675.6666666666667
18,sec_ex21,11,11,handoff_invariant,qwen2.5-72b,oracle_top3,5,5,3,0.0,1.0,0.3333333333333333,0.3636363636363636,4119.666666666667,2190.0,1929.6666666666667
18,sec_ex21,11,11,handoff_invariant,gemini-2.5-pro,self_top3,5,5,3,1.0,1.0,1.0,0.6363636363636364,10316.333333333334,2206.0,8110.333333333333
18,sec_ex21,11,11,handoff_invariant,gemini-2.5-pro,oracle_top3,5,5,3,1.0,1.0,1.0,0.7272727272727272,8961.0,2206.0,6755.0
19,sec_ex21,11,11,temporal_gate,gpt-4o,self_top3,5,5,3,0.0,0.6666666666666666,0.0,0.5151515151515151,4017.6666666666665,1990.0,2027.6666666666667
19,sec_ex21,11,11,temporal_gate,gpt-4o,oracle_top3,5,5,3,0.0,0.6666666666666666,0.0,0.5151515151515151,4017.6666666666665,1990.0,2027.6666666666667
19,sec_ex21,11,11,temporal_gate,deepseek-v3,self_top3,5,5,3,1.0,1.0,1.0,0.5757575757575758,4109.666666666667,2068.0,2041.6666666666667
19,sec_ex21,11,11,temporal_gate,deepseek-v3,oracle_top3,5,5,3,1.0,1.0,1.0,0.6666666666666666,3980.6666666666665,2068.0,1912.6666666666667
19,sec_ex21,11,11,temporal_gate,qwen2.5-72b,self_top3,5,5,3,0.0,0.6666666666666666,0.0,0.6666666666666666,3777.0,2190.0,1587.0
19,sec_ex21,11,11,temporal_gate,qwen2.5-72b,oracle_top3,5,5,3,0.0,1.0,0.0,0.6060606060606061,3936.6666666666665,2190.0,1746.6666666666667
19,sec_ex21,11,11,temporal_gate,gemini-2.5-pro,self_top3,5,5,3,1.0,1.0,0.6666666666666666,0.7575757575757575,8947.0,2207.0,6740.0
19,sec_ex21,11,11,temporal_gate,gemini-2.5-pro,oracle_top3,5,5,3,1.0,1.0,1.0,0.7272727272727272,9806.666666666666,2207.0,7599.666666666667
20,sec_ex21,11,11,condition_trigger,gpt-4o,self_top3,5,5,3,1.0,1.0,1.0,0.6363636363636364,3947.6666666666665,1999.0,1948.6666666666667
20,sec_ex21,11,11,condition_trigger,gpt-4o,oracle_top3,5,5,3,1.0,1.0,1.0,0.6969696969696969,3900.6666666666665,1999.0,1901.6666666666667
20,sec_ex21,11,11,condition_trigger,deepseek-v3,self_top3,5,5,3,1.0,1.0,1.0,0.6363636363636364,3889.0,2074.0,1815.0
20,sec_ex21,11,11,condition_trigger,deepseek-v3,oracle_top3,5,5,3,1.0,1.0,1.0,0.6666666666666666,3804.3333333333335,2074.0,1730.3333333333333
20,sec_ex21,11,11,condition_trigger,qwen2.5-72b,self_top3,5,5,3,0.0,1.0,0.0,0.6363636363636364,3857.3333333333335,2200.3333333333335,1657.0
20,sec_ex21,11,11,condition_trigger,qwen2.5-72b,oracle_top3,5,5,3,0.0,1.0,0.3333333333333333,0.48484848484848486,4081.0,2200.0,1881.0
20,sec_ex21,11,11,condition_trigger,gemini-2.5-pro,self_top3,5,5,3,1.0,1.0,0.3333333333333333,0.7878787878787877,8172.0,2213.0,5959.0
20,sec_ex21,11,11,condition_trigger,gemini-2.5-pro,oracle_top3,5,5,3,1.0,1.0,0.6666666666666666,0.6969696969696969,8041.333333333333,2213.0,5828.333333333333
21,sec_ex21,12,12,direct_mutex,gpt-4o,self_top3,5,5,3,0.0,1.0,1.0,0.6111111111111112,4508.666666666667,2533.0,1975.6666666666667
21,sec_ex21,12,12,direct_mutex,gpt-4o,oracle_top3,5,5,3,0.0,1.0,1.0,0.6666666666666666,4415.333333333333,2533.0,1882.3333333333333
21,sec_ex21,12,12,direct_mutex,deepseek-v3,self_top3,5,5,3,1.0,1.0,1.0,0.5833333333333333,4597.666666666667,2533.0,2064.6666666666665
